uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"e3b238ca-904f-43d7-b055-6bf27871509b","DSNY_014.basePlot.vst","2018-01-17","D03","DSNY","DSNY_014","distributed","woodyWetlands",28.063373,-81.428518,"WGS84",20.1,457891.48,3104296.64,"17N",18.0,0.1,"vst_DSNY_2017",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","Y","40|41","Y","31_1|31_4|40_1","N",,"25","noneSelected",400,200,400,,"kmcmahon@battelleecology.org","mkerstein@neoninc.org",
"4d59119d-2eb9-47a1-aac5-a63c8928d4b8","DSNY_034.basePlot.vst","2018-01-17","D03","DSNY","DSNY_034","distributed","pastureHay",28.063937,-81.418449,"WGS84",20.1,458881.14,3104355.67,"17N",19.5,0.1,"vst_DSNY_2017",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","Y","32|41","Y","32","N",,"noneSelected","noneSelected",400,400,400,,"kmcmahon@battelleecology.org","mkerstein@neoninc.org",
"fea8fe69-f6fb-4b21-ba7b-92acc03a3a52","DSNY_025.basePlot.vst","2018-01-17","D03","DSNY","DSNY_025","distributed","pastureHay",28.071776,-81.420620,"WGS84",20.1,458670.81,3105224.80,"17N",19.9,0.1,"vst_DSNY_2017",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","Y","32|40|41","N",,"noneSelected","noneSelected",400,400,400,,"kmcmahon@battelleecology.org","mkerstein@neoninc.org",
"d4eaee30-3e38-47e0-819a-3930e346b664","DSNY_015.basePlot.vst","2018-01-17","D03","DSNY","DSNY_015","distributed","woodyWetlands",28.111847,-81.421680,"WGS84",20.1,458582.04,3109664.15,"17N",20.8,0.1,"vst_DSNY_2017",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","Y","31|32|40","Y","32_4|40_1|40_3|41_4","N",,"10","noneSelected",400,80,400,,"ebaldwin@battelleecology.org","sknowlden@battelleecology.org",
"d437a372-756f-4532-b4ad-6adeb4926676","DSNY_009.basePlot.vst","2018-01-17","D03","DSNY","DSNY_009","distributed","pastureHay",28.073118,-81.428559,"WGS84",20.1,457891.25,3105376.18,"17N",19.0,0.1,"vst_DSNY_2017",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","N",,"Y","32|40|41","N",,"noneSelected","noneSelected",400,400,400,,"kmcmahon@battelleecology.org","mkerstein@neoninc.org",
"14733e83-18de-4eeb-af8f-8c0b93c92c83","DSNY_007.basePlot.vst","2018-01-18","D03","DSNY","DSNY_007","distributed","woodyWetlands",28.053114,-81.417507,"WGS84",20.1,458969.60,3103156.41,"17N",17.8,0.1,"vst_DSNY_2017",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","Y","32|40|41","Y",,"N",,"noneSelected","noneSelected",400,400,400,,"kmcmahon@battelleecology.org","mkerstein@neoninc.org",
"850c1418-ca63-4806-a913-04d9be521e7f","DSNY_010.basePlot.vst","2018-01-18","D03","DSNY","DSNY_010","distributed","woodyWetlands",28.118590,-81.435161,"WGS84",20.1,457260.58,3110415.80,"17N",20.0,0.1,"vst_DSNY_2017",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","Y","31|40","N",,"N",,"noneSelected","noneSelected",400,400,400,,"ebaldwin@battelleecology.org","sknowlden@battelleecology.org",
"543babbf-d835-4cb5-98fa-7c87507a4a79","DSNY_021.basePlot.vst","2018-01-18","D03","DSNY","DSNY_021","distributed","pastureHay",28.052638,-81.393374,"WGS84",20.1,461341.12,3103095.79,"17N",19.8,0.1,"vst_DSNY_2017",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","N",,"Y","31|41","N",,"noneSelected","noneSelected",400,400,400,,"ebaldwin@battelleecology.org","sknowlden@battelleecology.org",
"75e45299-355c-4927-922a-0112a4cd68ec","DSNY_002.basePlot.vst","2018-01-18","D03","DSNY","DSNY_002","distributed","woodyWetlands",28.048244,-81.416879,"WGS84",20.1,459029.47,3102616.71,"17N",17.7,0.1,"vst_DSNY_2017",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","Y","40","Y","presentInAll","N",,"noneSelected","noneSelected",400,400,400,,"kmcmahon@battelleecology.org","mkerstein@neoninc.org",
"903f20be-1b09-442d-b675-354d700aa6da","DSNY_008.basePlot.vst","2018-01-18","D03","DSNY","DSNY_008","distributed","woodyWetlands",28.046662,-81.401888,"WGS84",20.1,460502.21,3102436.51,"17N",19.0,0.1,"vst_DSNY_2017",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG","Y","Y","32","Y","40","N",,"noneSelected","noneSelected",400,400,400,,"ebaldwin@battelleecology.org","sknowlden@battelleecology.org",
