uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"f2f9dd6e-24b4-4ae9-bdbb-d3f4799edd08","BART_041.basePlot.vst","2018-07-16","D01","BART","BART_041","tower","deciduousForest",44.065342,-71.285610,"WGS84",20.2,316952.82,4881670.16,"19N",260.9,0.4,"vst_BART_2018",,,"23 | 39","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"25","noneSelected",800,100,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"cf641c38-c800-46d2-bcfe-83461eec9848","BART_034.basePlot.vst","2018-07-16","D01","BART","BART_034","tower","mixedForest",44.064284,-71.285608,"WGS84",20.2,316949.72,4881552.64,"19N",265.9,0.3,"vst_BART_2018",,,"21 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"100","noneSelected",800,400,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"f75770d2-7ed2-416c-8a34-d89149e19bdf","BART_033.basePlot.vst","2018-07-16","D01","BART","BART_033","tower","deciduousForest",44.063198,-71.283663,"WGS84",20.2,317102.15,4881427.69,"19N",275.7,0.2,"vst_BART_2018",,,"23 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","N","presentInAll","N",,"noneSelected","noneSelected",800,800,800,,"asands@battelleecology.org","opiscitelli@battelleecology.org",
"567c2ac7-8fb7-47da-b8ad-c1112d84a27f","BART_074.basePlot.vst","2018-07-16","D01","BART","BART_074","tower","mixedForest",44.060251,-71.283200,"WGS84",20.1,317130.15,4881099.34,"19N",311.2,0.2,"vst_BART_2018",,,"39 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","N","presentInAll","N",,"noneSelected","noneSelected",800,800,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"c80c51c0-d7f1-41b9-9422-87c87158f320","BART_036.basePlot.vst","2018-07-16","D01","BART","BART_036","tower","deciduousForest",44.062082,-71.285878,"WGS84",20.2,316921.30,4881308.66,"19N",291.0,0.2,"vst_BART_2018",,,"21 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","N","presentInAll","N",,"noneSelected","noneSelected",800,800,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"f23f342a-4814-4df8-9c51-85b93900aafc","BART_044.basePlot.vst","2018-07-16","D01","BART","BART_044","tower","deciduousForest",44.061036,-71.284327,"WGS84",20.1,317042.31,4881189.03,"19N",303.1,0.2,"vst_BART_2018",,,"23 | 39","NEON.DOC.000987vG","Y","Y","presentInAll","N","presentInAll","N",,"noneSelected","noneSelected",800,800,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"f55c6aab-1525-42a6-a027-64d10bd569be","BART_070.basePlot.vst","2018-07-16","D01","BART","BART_070","tower","mixedForest",44.064338,-71.281440,"WGS84",20.2,317283.70,4881549.38,"19N",251.3,0.3,"vst_BART_2018",,,"39 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"100","noneSelected",800,400,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"9313611f-c967-41f1-8fa2-5dd8b6be9fa7","BART_071.basePlot.vst","2018-07-16","D01","BART","BART_071","tower","mixedForest",44.067944,-71.290624,"WGS84",20.1,316559.30,4881970.33,"19N",256.4,0.2,"vst_BART_2018",,,"21 | 39","NEON.DOC.000987vG","Y","Y","presentInAll","N","presentInAll","N",,"25","noneSelected",800,100,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"696d1868-915a-48fa-bee5-f33272f12c9c","BART_046.basePlot.vst","2018-07-16","D01","BART","BART_046","tower","deciduousForest",44.059946,-71.285408,"WGS84",20.2,316952.36,4881070.37,"19N",303.0,0.3,"vst_BART_2018",,,"39 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","N","presentInAll","N",,"noneSelected","noneSelected",800,800,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
"edcf916f-e9a6-442e-8edb-d3902f41f8f0","BART_040.basePlot.vst","2018-07-16","D01","BART","BART_040","tower","deciduousForest",44.065760,-71.291990,"WGS84",20.1,316443.15,4881730.79,"19N",260.2,0.2,"vst_BART_2018",,,"21 | 41","NEON.DOC.000987vG","Y","Y","presentInAll","Y","presentInAll","N",,"25","noneSelected",800,100,800,,"opiscitelli@battelleecology.org","asands@battelleecology.org",
