uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF
"7e8ee60a-e6fe-4f29-8c9f-b57969c98a1d","KONZ_071.basePlot.vst","2018-10-17","D06","KONZ","KONZ_071","tower","grasslandHerbaceous",39.103804,-96.560790,"WGS84",10.1,710919.67,4331128.63,"14N",392.1,0.2,"vst_KONZ_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"462aac2d-070e-4f96-a21a-97719ef53f32","KONZ_062.basePlot.vst","2018-10-17","D06","KONZ","KONZ_062","tower","grasslandHerbaceous",39.102420,-96.559433,"WGS84",10.2,711041.15,4330978.17,"14N",412.6,0.2,"vst_KONZ_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"b0c22371-01e3-41f1-8012-e0b3f294de4e","KONZ_056.basePlot.vst","2018-10-18","D06","KONZ","KONZ_056","tower","grasslandHerbaceous",39.097361,-96.563429,"WGS84",10.2,710710.63,4330407.37,"14N",401.0,0.2,"vst_KONZ_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"3fae6649-a4e2-4c2d-a814-b7a633b43bc2","KONZ_055.basePlot.vst","2018-10-18","D06","KONZ","KONZ_055","tower","grasslandHerbaceous",39.097689,-96.565155,"WGS84",10.2,710560.38,4330439.77,"14N",398.2,0.1,"vst_KONZ_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"f2c59a61-512c-427c-85fc-76030c4bfe04","KONZ_065.basePlot.vst","2018-10-18","D06","KONZ","KONZ_065","tower","grasslandHerbaceous",39.097388,-96.564126,"WGS84",10.1,710650.27,4330408.75,"14N",398.4,0.2,"vst_KONZ_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"N",,"10","noneSelected",400,80,400,,,,
"f76610f8-488c-4650-a7e6-ad8daef23e0b","KONZ_070.basePlot.vst","2018-10-18","D06","KONZ","KONZ_070","tower","grasslandHerbaceous",39.097869,-96.562370,"WGS84",10.2,710800.71,4330466.21,"14N",403.6,0.2,"vst_KONZ_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"N",,"noneSelected","noneSelected",400,400,400,,,,
"0e51e6bd-fd71-43f4-8e13-8dbcc4a3547f","KONZ_057.basePlot.vst","2018-10-26","D06","KONZ","KONZ_057","tower","grasslandHerbaceous",39.103581,-96.562517,"WGS84",10.1,710770.98,4331099.87,"14N",405.0,0.1,"vst_KONZ_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"Y",,"noneSelected","noneSelected",400,400,400,,,,
"bfc172ed-53c1-4cb6-b95c-4b478eacb9fe","KONZ_066.basePlot.vst","2018-10-26","D06","KONZ","KONZ_066","tower","grasslandHerbaceous",39.103041,-96.562184,"WGS84",10.1,710801.39,4331040.70,"14N",405.7,0.2,"vst_KONZ_2015",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"Y",,"noneSelected","noneSelected",400,400,400,,,,
"7c744c92-93d0-4ed1-a1f0-00cf2f16bc25","KONZ_060.basePlot.vst","2018-10-26","D06","KONZ","KONZ_060","tower","grasslandHerbaceous",39.101973,-96.562223,"WGS84",10.1,710801.20,4330922.07,"14N",407.4,0.2,"vst_KONZ_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"Y",,"10","noneSelected",400,80,400,,,,
"4d48d75e-a708-4b78-9b39-2722119adf08","KONZ_057.basePlot.vst","2018-10-26","D06","KONZ","KONZ_057","tower","grasslandHerbaceous",39.103581,-96.562517,"WGS84",10.1,710770.98,4331099.87,"14N",405.0,0.1,"vst_KONZ_2018",,,"31 | 32 |  40 | 41","NEON.DOC.000987vG",,"Y",,"Y",,"Y",,"noneSelected","noneSelected",400,400,400,,,,
